label,feature1x,feature1y,feature1z,feature2x,feature2y,feature2z,feature3x,feature3y,feature3z,feature4x,feature4y,feature4z,feature5x,feature5y,feature5z,feature6x,feature6y,feature6z,feature7x,feature7y,feature7z,feature8x,feature8y,feature8z,feature9x,feature9y,feature9z,feature10x,feature10y,feature10z,feature11x,feature11y,feature11z,feature12x,feature12y,feature12z,feature13x,feature13y,feature13z,feature14x,feature14y,feature14z,feature15x,feature15y,feature15z,feature16x,feature16y,feature16z,feature17x,feature17y,feature17z,feature18x,feature18y,feature18z,feature19x,feature19y,feature19z,feature20x,feature20y,feature20z,feature21x,feature21y,feature21z
one,0.18996126949787139893,0.71220004558563232422,0.00000008921249872174,0.23804774880409240723,0.66569089889526367188,-0.02355374023318290710,0.26751497387886047363,0.60263872146606445312,-0.03603347763419151306,0.26041498780250549316,0.53930145502090454102,-0.04930853098630905151,0.25017905235290527344,0.48638558387756347656,-0.06234372779726982117,0.24693846702575683594,0.50436878204345703125,-0.01655916124582290649,0.26202723383903503418,0.40854847431182861328,-0.03830866888165473938,0.27013933658599853516,0.34931883215904235840,-0.05194189399480819702,0.27275454998016357422,0.29826277494430541992,-0.06158684566617012024,0.21078467369079589844,0.51098626852035522461,-0.01943417079746723175,0.21454168856143951416,0.45003107190132141113,-0.06011092662811279297,0.22373823821544647217,0.51052874326705932617,-0.07251629233360290527,0.22681061923503875732,0.56112128496170043945,-0.07114344835281372070,0.17563089728355407715,0.53162449598312377930,-0.02506103180348873138,0.17962048947811126709,0.47655728459358215332,-0.06499011069536209106,0.19707618653774261475,0.53604638576507568359,-0.06025551259517669678,0.20415067672729492188,0.58291625976562500000,-0.04604335501790046692,0.13857218623161315918,0.56280583143234252930,-0.03249253332614898682,0.14156337082386016846,0.51938498020172119141,-0.06077090278267860413,0.16306924819946289062,0.55344647169113159180,-0.05621704086661338806,0.17508760094642639160,0.58472859859466552734,-0.04518838971853256226
one,0.18879808485507965088,0.71266251802444458008,0.00000008292459341419,0.23757383227348327637,0.66420042514801025391,-0.02500919811427593231,0.26514682173728942871,0.59915840625762939453,-0.03752948343753814697,0.25620624423027038574,0.53388744592666625977,-0.05060741677880287170,0.24840244650840759277,0.48015314340591430664,-0.06334288418292999268,0.24577495455741882324,0.50388413667678833008,-0.01598030701279640198,0.26079905033111572266,0.40887340903282165527,-0.03814957290887832642,0.26844868063926696777,0.34956246614456176758,-0.05183636769652366638,0.27116101980209350586,0.29817727208137512207,-0.06141741946339607239,0.20955096185207366943,0.51072406768798828125,-0.01820855960249900818,0.21375013887882232666,0.44690173864364624023,-0.05988680943846702576,0.22230558097362518311,0.50730967521667480469,-0.07252120226621627808,0.22573065757751464844,0.55984950065612792969,-0.07063426822423934937,0.17426656186580657959,0.53100144863128662109,-0.02352130785584449768,0.17838619649410247803,0.47612252831459045410,-0.06485758721828460693,0.19608834385871887207,0.53567951917648315430,-0.06088264659047126770,0.20412546396255493164,0.58412927389144897461,-0.04642697051167488098,0.13700978457927703857,0.56185251474380493164,-0.03072887286543846130,0.13956066966056823730,0.51837164163589477539,-0.06008816137909889221,0.16128370165824890137,0.55330455303192138672,-0.05626002326607704163,0.17402896285057067871,0.58594411611557006836,-0.04537395760416984558
one,0.18637105822563171387,0.71083974838256835938,0.00000006782652661741,0.23594759404659271240,0.66293859481811523438,-0.02300393953919410706,0.26465013623237609863,0.59927958250045776367,-0.03444928675889968872,0.25555947422981262207,0.53706115484237670898,-0.04670973867177963257,0.24543732404708862305,0.48611673712730407715,-0.05884730070829391479,0.24366883933544158936,0.50267982482910156250,-0.01502366084605455399,0.25811856985092163086,0.40741115808486938477,-0.03616581857204437256,0.26543325185775756836,0.34875011444091796875,-0.04917310923337936401,0.26768946647644042969,0.29827958345413208008,-0.05831971019506454468,0.20751745998859405518,0.51002991199493408203,-0.01786590740084648132,0.21075946092605590820,0.44747063517570495605,-0.05796570703387260437,0.21974793076515197754,0.50741338729858398438,-0.07022075355052947998,0.22369703650474548340,0.55904519557952880859,-0.06852951645851135254,0.17234697937965393066,0.53091514110565185547,-0.02351299673318862915,0.17496579885482788086,0.47560721635818481445,-0.06310837715864181519,0.19276702404022216797,0.53369200229644775391,-0.05916184931993484497,0.20124955475330352783,0.58061844110488891602,-0.04535323753952980042,0.13500800728797912598,0.56248629093170166016,-0.03087808005511760712,0.13547632098197937012,0.51800680160522460938,-0.05899745598435401917,0.15663075447082519531,0.55134701728820800781,-0.05489610135555267334,0.16955965757369995117,0.58249378204345703125,-0.04419749602675437927
one,0.18557062745094299316,0.71010679006576538086,0.00000009424952907011,0.23429651558399200439,0.66392028331756591797,-0.02453677356243133545,0.26240545511245727539,0.60096859931945800781,-0.03739918023347854614,0.25557583570480346680,0.53753572702407836914,-0.05088790133595466614,0.24485439062118530273,0.48555049300193786621,-0.06405576318502426147,0.24149435758590698242,0.50281620025634765625,-0.01716274395585060120,0.25704771280288696289,0.40822198987007141113,-0.03930531069636344910,0.26434281468391418457,0.34870779514312744141,-0.05303618311882019043,0.26700556278228759766,0.29764327406883239746,-0.06265819072723388672,0.20556209981441497803,0.50944715738296508789,-0.01974373124539852142,0.20972782373428344727,0.44577696919441223145,-0.06146359443664550781,0.21842512488365173340,0.50448662042617797852,-0.07433068752288818359,0.22253394126892089844,0.55701875686645507812,-0.07272644340991973877,0.17019575834274291992,0.52958202362060546875,-0.02517555281519889832,0.17397107183933258057,0.47566950321197509766,-0.06589221954345703125,0.19199457764625549316,0.53413277864456176758,-0.06214106455445289612,0.20079290866851806641,0.58240997791290283203,-0.04816488176584243774,0.13354779779911041260,0.55991888046264648438,-0.03247841820120811462,0.13705551624298095703,0.51878529787063598633,-0.06114802137017250061,0.15820223093032836914,0.55454760789871215820,-0.05724389478564262390,0.17018723487854003906,0.58796674013137817383,-0.04650955274701118469
one,0.18327383697032928467,0.71048259735107421875,0.00000010527892158052,0.23213955760002136230,0.66156619787216186523,-0.02673635631799697876,0.25934383273124694824,0.59756785631179809570,-0.04019773006439208984,0.25020572543144226074,0.53134477138519287109,-0.05380977317690849304,0.23721566796302795410,0.47865638136863708496,-0.06704895198345184326,0.24061174690723419189,0.50303828716278076172,-0.01732809469103813171,0.25603759288787841797,0.40787357091903686523,-0.03958374261856079102,0.26343882083892822266,0.34819516539573669434,-0.05353731289505958557,0.26598477363586425781,0.29683059453964233398,-0.06335230916738510132,0.20410150289535522461,0.51025736331939697266,-0.01877965964376926422,0.20646609365940093994,0.44626075029373168945,-0.06042893975973129272,0.21393552422523498535,0.50459921360015869141,-0.07375145703554153442,0.21727718412876129150,0.55670839548110961914,-0.07245780527591705322,0.16879186034202575684,0.53124493360519409180,-0.02338027022778987885,0.17076271772384643555,0.47749567031860351562,-0.06421317160129547119,0.18800175189971923828,0.53366017341613769531,-0.06107398495078086853,0.19652953743934631348,0.58034628629684448242,-0.04746930673718452454,0.13211843371391296387,0.56203317642211914062,-0.03002282977104187012,0.13242709636688232422,0.51861733198165893555,-0.05867080762982368469,0.15286016464233398438,0.55019342899322509766,-0.05519603937864303589,0.16533592343330383301,0.58066356182098388672,-0.04486451297998428345
one,0.18418276309967041016,0.71125960350036621094,0.00000010112545112406,0.23295880854129791260,0.66063338518142700195,-0.02620846405625343323,0.25814414024353027344,0.59715956449508666992,-0.03988724574446678162,0.24868121743202209473,0.53177952766418457031,-0.05413445085287094116,0.23641635477542877197,0.47871476411819458008,-0.06808407604694366455,0.24077722430229187012,0.50188404321670532227,-0.01601121388375759125,0.25602397322654724121,0.40857896208763122559,-0.03856367617845535278,0.26351600885391235352,0.34915435314178466797,-0.05327696725726127625,0.26622700691223144531,0.29778867959976196289,-0.06368676573038101196,0.20417284965515136719,0.50869882106781005859,-0.01783494837582111359,0.20727550983428955078,0.44734075665473937988,-0.06007780879735946655,0.21466070413589477539,0.50670403242111206055,-0.07408075034618377686,0.21770638227462768555,0.55813294649124145508,-0.07318114489316940308,0.16829803586006164551,0.52902084589004516602,-0.02285634167492389679,0.17054247856140136719,0.47640550136566162109,-0.06409625709056854248,0.18819159269332885742,0.53473168611526489258,-0.06108383461833000183,0.19661453366279602051,0.58202588558197021484,-0.04750823602080345154,0.13143855333328247070,0.55949646234512329102,-0.02992253936827182770,0.13331222534179687500,0.51661610603332519531,-0.05881476774811744690,0.15391288697719573975,0.55202996730804443359,-0.05504692345857620239,0.16565430164337158203,0.58524477481842041016,-0.04439726099371910095
one,0.18405689299106597900,0.70915877819061279297,0.00000008506804505259,0.23124071955680847168,0.66237354278564453125,-0.02509799413383007050,0.25877016782760620117,0.59985184669494628906,-0.03819188103079795837,0.25022423267364501953,0.53720492124557495117,-0.05181681364774703979,0.23839657008647918701,0.48513787984848022461,-0.06513775140047073364,0.24015080928802490234,0.49964559078216552734,-0.01644683443009853363,0.25559729337692260742,0.40576592087745666504,-0.03863959759473800659,0.26322361826896667480,0.34710639715194702148,-0.05253124609589576721,0.26615965366363525391,0.29687762260437011719,-0.06208075210452079773,0.20399785041809082031,0.50753611326217651367,-0.01868938282132148743,0.20731677114963531494,0.44677540659904479980,-0.05989167094230651855,0.21463002264499664307,0.50681191682815551758,-0.07289790362119674683,0.21785591542720794678,0.55789679288864135742,-0.07139786332845687866,0.16853684186935424805,0.52899491786956787109,-0.02389446459710597992,0.17092353105545043945,0.47729745507240295410,-0.06427382677793502808,0.18699283897876739502,0.53572905063629150391,-0.06033520400524139404,0.19451765716075897217,0.58164328336715698242,-0.04620318859815597534,0.13158589601516723633,0.56059330701828002930,-0.03098848089575767517,0.13135547935962677002,0.51649391651153564453,-0.05890901386737823486,0.15119633078575134277,0.55121278762817382812,-0.05395162105560302734,0.16299921274185180664,0.58327567577362060547,-0.04243980720639228821
one,0.18455010652542114258,0.70874869823455810547,0.00000007122500988999,0.23142611980438232422,0.66203761100769042969,-0.02444933541119098663,0.25866964459419250488,0.59997069835662841797,-0.03753310814499855042,0.24995863437652587891,0.53617542982101440430,-0.05124978348612785339,0.23684458434581756592,0.48348462581634521484,-0.06487502157688140869,0.24121974408626556396,0.49982306361198425293,-0.01698394306004047394,0.25631898641586303711,0.40673086047172546387,-0.03917743265628814697,0.26360625028610229492,0.34819030761718750000,-0.05297499150037765503,0.26607137918472290039,0.29755401611328125000,-0.06255877017974853516,0.20478059351444244385,0.50662225484848022461,-0.01942774653434753418,0.20716297626495361328,0.44584232568740844727,-0.06003987044095993042,0.21473452448844909668,0.50687193870544433594,-0.07251875102519989014,0.21827073395252227783,0.55843824148178100586,-0.07094339281320571899,0.16890677809715270996,0.52788013219833374023,-0.02468391321599483490,0.17043372988700866699,0.47460389137268066406,-0.06452645361423492432,0.18701905012130737305,0.53399199247360229492,-0.06008438020944595337,0.19500552117824554443,0.58106333017349243164,-0.04594415798783302307,0.13175185024738311768,0.55976152420043945312,-0.03178221359848976135,0.13172157108783721924,0.51559424400329589844,-0.05954149365425109863,0.15183767676353454590,0.55115187168121337891,-0.05448607727885246277,0.16340172290802001953,0.58393162488937377930,-0.04306555166840553284
one,0.18434612452983856201,0.70897859334945678711,0.00000007203141194623,0.23169633746147155762,0.66073399782180786133,-0.02436881326138973236,0.25873777270317077637,0.59668695926666259766,-0.03734023496508598328,0.24944604933261871338,0.53293043375015258789,-0.05093620344996452332,0.23787567019462585449,0.48081317543983459473,-0.06441292166709899902,0.23991230130195617676,0.50109529495239257812,-0.01793329231441020966,0.25498965382575988770,0.40686619281768798828,-0.04061459377408027649,0.26231545209884643555,0.34803944826126098633,-0.05461324378848075867,0.26506426930427551270,0.29719632863998413086,-0.06431442499160766602,0.20360527932643890381,0.50856715440750122070,-0.02064674533903598785,0.20653656125068664551,0.44621753692626953125,-0.06227441504597663879,0.21423850953578948975,0.50631654262542724609,-0.07489847391843795776,0.21784898638725280762,0.55817848443984985352,-0.07326091825962066650,0.16825239360332489014,0.52947688102722167969,-0.02619267813861370087,0.17018043994903564453,0.47452679276466369629,-0.06652753800153732300,0.18728473782539367676,0.53336858749389648438,-0.06197142601013183594,0.19574587047100067139,0.58101135492324829102,-0.04763751849532127380,0.13158769905567169189,0.56069308519363403320,-0.03363261744379997253,0.13097828626632690430,0.51468265056610107422,-0.06145233288407325745,0.15149578452110290527,0.54851973056793212891,-0.05654370412230491638,0.16391071677207946777,0.58064496517181396484,-0.04532754421234130859
one,0.18573841452598571777,0.70517617464065551758,0.00000005826871429804,0.23467147350311279297,0.66009104251861572266,-0.02085310965776443481,0.26304185390472412109,0.59519606828689575195,-0.03200175240635871887,0.25643786787986755371,0.53490728139877319336,-0.04422142356634140015,0.24375124275684356689,0.48550641536712646484,-0.05652402713894844055,0.23909632861614227295,0.49803161621093750000,-0.01636048033833503723,0.25216490030288696289,0.40332052111625671387,-0.03746562078595161438,0.25920477509498596191,0.34465861320495605469,-0.05032626911997795105,0.26074290275573730469,0.29467695951461791992,-0.05929628387093544006,0.20326165854930877686,0.50582116842269897461,-0.02024124562740325928,0.20868599414825439453,0.44303280115127563477,-0.05959320440888404846,0.22029712796211242676,0.50497621297836303711,-0.07103821635246276855,0.22426626086235046387,0.55792361497879028320,-0.06908610463142395020,0.16826085746288299561,0.52684819698333740234,-0.02645730227231979370,0.17237819731235504150,0.47233539819717407227,-0.06484507024288177490,0.19225965440273284912,0.53187918663024902344,-0.05971628054976463318,0.20078262686729431152,0.57862156629562377930,-0.04564072564244270325,0.13127383589744567871,0.55829364061355590820,-0.03417684510350227356,0.13545554876327514648,0.51541972160339355469,-0.06093010306358337402,0.15878964960575103760,0.55143558979034423828,-0.05547629669308662415,0.17147627472877502441,0.58438855409622192383,-0.04421919211745262146
